com.samsung.health.exercise.distance,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.mean_heart_rate,sleep_duration,temperature_x,humidity_x,sleep_score,mental_recovery,volume_7d
6800.0,2.6083622,147.71602753763443,447.2528735632184,25.5,82.0,75.70114942528735,78.10344827586206,68000.0
6070.0,2.1373239,147.71602753763443,447.2528735632184,25.0,91.0,75.70114942528735,78.10344827586206,128700.0
2720.0,1.4912281,147.71602753763443,447.2528735632184,26.0,83.0,75.70114942528735,78.10344827586206,155900.0
7710.0,2.2994332,147.71602753763443,447.2528735632184,21.0,92.0,75.70114942528735,78.10344827586206,233000.0
7490.0,2.413793,147.71602753763443,447.2528735632184,19.0,92.0,75.70114942528735,78.10344827586206,239900.0
7210.0,2.4683328,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,251300.0
10350.0,2.4969842,147.71602753763443,447.2528735632184,19.709223664473683,84.49890350877192,75.70114942528735,78.10344827586206,327600.0
7260.0,2.4023826,147.71602753763443,447.2528735632184,20.0,100.0,75.70114942528735,78.10344827586206,323100.0
6070.0,2.615252,147.71602753763443,447.2528735632184,17.0,92.0,75.70114942528735,78.10344827586206,383800.0
7070.0,2.395798,147.71602753763443,447.2528735632184,16.0,100.0,75.70114942528735,78.10344827586206,379600.0
4580.0,2.5027323,147.71602753763443,447.2528735632184,17.0,95.0,75.70114942528735,78.10344827586206,425400.0
9130.0,2.6610317,147.71602753763443,447.2528735632184,16.0,100.0,75.70114942528735,78.10344827586206,341100.0
8620.0,2.5677688,147.71602753763443,447.2528735632184,18.0,97.0,75.70114942528735,78.10344827586206,294000.0
8330.0,2.6211455,147.71602753763443,447.2528735632184,18.0,96.0,75.70114942528735,78.10344827586206,260800.0
10090.0,2.4864466,147.71602753763443,447.2528735632184,19.0,100.0,75.70114942528735,78.10344827586206,270400.0
5320.0,2.9198682,147.71602753763443,447.2528735632184,22.0,80.0,75.70114942528735,78.10344827586206,237400.0
8210.0,2.8329883,147.71602753763443,447.2528735632184,18.5,95.0,75.70114942528735,78.10344827586206,236200.0
10320.0,2.8235295,147.71602753763443,447.2528735632184,19.0,96.0,75.70114942528735,78.10344827586206,339400.0
5770.0,3.0020812,147.71602753763443,447.2528735632184,18.0,100.0,75.70114942528735,78.10344827586206,397100.0
6170.0,2.915879,147.71602753763443,447.2528735632184,23.0,80.0,75.70114942528735,78.10344827586206,357900.0
7480.0,2.9298863,147.71602753763443,447.2528735632184,21.0,93.0,75.70114942528735,78.10344827586206,379500.0
6290.0,2.5180144,147.71602753763443,447.2528735632184,20.0,93.0,75.70114942528735,78.10344827586206,442400.0
8330.0,2.7302523,147.71602753763443,447.2528735632184,19.0,100.0,75.70114942528735,78.10344827586206,525700.0
8420.0,2.7908518,147.71602753763443,447.2528735632184,28.5,65.5,75.70114942528735,78.10344827586206,424600.0
4170.0,2.1970496,147.71602753763443,447.2528735632184,18.0,93.0,75.70114942528735,78.10344827586206,408600.0
7540.0,2.8335211,147.71602753763443,447.2528735632184,18.0,100.0,75.70114942528735,78.10344827586206,422300.0
8770.0,2.770932,147.71602753763443,447.2528735632184,20.0,94.0,75.70114942528735,78.10344827586206,435200.0
5670.0,3.0,147.71602753763443,447.2528735632184,21.0,94.0,75.70114942528735,78.10344827586206,429000.0
7740.0,2.816594,147.71602753763443,447.2528735632184,21.0,95.0,75.70114942528735,78.10344827586206,423100.0
10650.0,2.9026983,147.71602753763443,447.2528735632184,23.0,92.0,75.70114942528735,78.10344827586206,445400.0
5300.0,2.8342247,147.71602753763443,447.2528735632184,24.0,80.0,75.70114942528735,78.10344827586206,381300.0
6040.0,2.4948368,147.71602753763443,447.2528735632184,19.0,92.0,75.70114942528735,78.10344827586206,219900.0
6500.0,2.6650267,147.71602753763443,447.2528735632184,21.0,91.0,75.70114942528735,78.10344827586206,125400.0
